Country,Year,HepatitisB,Measles,BMI,Polio,Diphtheria,HIV/AIDS,Alcohol,LifeExpectancy 
Fiji,2008,99.0,0.0,57.3,99.0,99.0,0.1,2.0,68.7
Fiji,2007,99.0,0.0,56.6,99.0,99.0,0.1,2.1,68.6
Fiji,2006,99.0,136.0,55.9,98.0,98.0,0.1,2.1,68.5
Fiji,2005,99.0,0.0,55.1,97.0,96.0,0.1,2.0,68.3
Fiji,2004,99.0,37.0,54.2,96.0,95.0,0.1,1.6,68.1
Fiji,2003,99.0,305.0,53.2,95.0,94.0,0.1,1.8,68.0
Fiji,2002,99.0,304.0,52.2,94.0,93.0,0.1,1.9,67.9
Fiji,2001,98.0,17.0,51.2,92.0,91.0,0.1,1.9,67.8
Fiji,2000,98.0,0.0,5.2,91.0,9.0,0.1,2.1,67.7
Finland,2015,0.0,2.0,62.1,97.0,97.0,0.1,0.0,81.1
Finland,2014,0.0,0.0,61.7,98.0,98.0,0.1,8.8,89.0
Finland,2013,0.0,2.0,61.4,98.0,98.0,0.1,9.0,87.0
Finland,2012,0.0,0.0,61.0,99.0,99.0,0.1,9.2,84.0
Finland,2011,0.0,27.0,6.6,99.0,99.0,0.1,9.8,83.0
Finland,2010,0.0,5.0,6.2,99.0,99.0,0.1,9.7,79.9
Finland,2009,0.0,2.0,59.8,99.0,99.0,0.1,10.0,79.7
Finland,2008,0.0,5.0,59.4,97.0,99.0,0.1,10.3,79.6
Finland,2007,0.0,0.0,59.0,97.0,99.0,0.1,10.5,79.3
Finland,2006,0.0,0.0,58.6,97.0,97.0,0.1,10.2,79.2
Finland,2005,0.0,1.0,58.1,97.0,97.0,0.1,10.0,78.9
Finland,2004,0.0,0.0,57.6,96.0,98.0,0.1,9.9,78.7
Finland,2003,0.0,0.0,57.1,96.0,98.0,0.1,9.3,78.4
Finland,2002,0.0,0.0,56.6,95.0,98.0,0.1,9.3,78.1
Finland,2001,0.0,1.0,56.1,95.0,98.0,0.1,8.9,78.0
Finland,2000,0.0,0.0,55.5,96.0,99.0,0.1,8.6,77.5
France,2015,86.0,157.0,62.5,98.0,98.0,0.1,0.0,82.4
France,2014,83.0,267.0,62.0,98.0,98.0,0.1,11.5,82.2
France,2013,74.0,272.0,61.6,99.0,99.0,0.1,11.1,82.0
France,2012,78.0,0.0,61.1,99.0,99.0,0.1,11.5,81.5
France,2011,74.0,14949.0,6.6,99.0,99.0,0.1,11.8,81.7
France,2010,65.0,5048.0,6.1,99.0,99.0,0.1,11.7,81.3
France,2009,51.0,1541.0,59.6,98.0,98.0,0.1,11.8,81.1
France,2008,47.0,604.0,59.1,98.0,98.0,0.1,11.9,89.0
France,2007,42.0,39.0,58.6,99.0,98.0,0.1,12.2,89.0
France,2006,39.0,40.0,58.0,99.0,99.0,0.1,12.4,86.0
France,2005,35.0,36.0,57.5,98.0,98.0,0.1,12.2,81.0
France,2004,35.0,4448.0,57.0,99.0,98.0,0.1,13.2,82.0
France,2003,28.0,0.0,56.4,96.0,97.0,0.1,13.5,79.3
France,2002,29.0,5185.0,55.8,97.0,97.0,0.1,13.8,79.2
France,2001,28.0,0.0,55.2,98.0,97.0,0.1,13.9,79.0
France,2000,26.0,10000.0,54.6,98.0,97.0,0.1,13.6,78.8
Gabon,2015,8.0,27.0,36.3,79.0,8.0,2.7,0.0,66.0
Gabon,2014,7.0,33.0,35.8,68.0,7.0,2.8,0.0,65.5
Gabon,2013,79.0,122.0,35.2,77.0,79.0,3.7,8.9,64.6
Gabon,2012,82.0,2.0,34.6,8.0,82.0,4.9,8.3,63.5
Gabon,2011,75.0,2.0,34.1,75.0,75.0,6.0,8.9,62.8
Gabon,2010,67.0,1.0,33.5,68.0,67.0,7.0,8.9,62.3
Gabon,2009,79.0,0.0,33.0,74.0,76.0,8.0,8.6,61.7
Gabon,2008,82.0,3.0,32.4,81.0,82.0,8.9,8.8,61.6
Gabon,2007,75.0,0.0,31.9,78.0,81.0,10.0,9.0,61.6
Gabon,2006,52.0,90.0,31.4,44.0,45.0,10.7,8.0,61.4
Gabon,2005,28.0,0.0,3.8,44.0,45.0,10.9,7.7,65.0
Gabon,2004,0.0,63.0,3.3,44.0,45.0,11.1,8.1,59.7
Gabon,2003,0.0,0.0,29.8,44.0,45.0,11.0,6.5,59.7
Gabon,2002,0.0,110.0,29.2,44.0,45.0,10.7,8.3,59.7
Gabon,2001,0.0,5129.0,28.7,44.0,45.0,10.1,9.3,59.8
Gabon,2000,0.0,15.0,28.1,44.0,45.0,9.5,8.9,61.0
Georgia,2015,94.0,431.0,56.2,91.0,94.0,0.1,0.0,74.4
Georgia,2014,91.0,3188.0,55.3,91.0,91.0,0.1,6.1,74.5
Georgia,2013,96.0,7872.0,54.4,94.0,93.0,0.1,5.9,74.5
Georgia,2012,92.0,31.0,53.6,93.0,92.0,0.1,7.7,74.2
Georgia,2011,89.0,64.0,52.8,88.0,94.0,0.1,8.1,73.9
Georgia,2010,95.0,22.0,52.0,88.0,92.0,0.1,7.2,73.8
Georgia,2009,54.0,23.0,51.3,93.0,88.0,0.1,6.7,73.2
Georgia,2008,89.0,56.0,5.5,9.0,92.0,0.1,7.2,73.9
Georgia,2007,94.0,44.0,49.9,88.0,98.0,0.1,8.7,74.4
Georgia,2006,84.0,334.0,49.2,89.0,88.0,0.1,6.2,73.9
Georgia,2005,79.0,1356.0,48.6,82.0,82.0,0.1,4.7,73.9
Georgia,2004,64.0,6847.0,48.1,66.0,78.0,0.1,3.7,72.3
Georgia,2003,48.0,216.0,47.5,74.0,75.0,0.1,3.4,72.7
Georgia,2002,51.0,199.0,47.0,89.0,84.0,0.1,2.7,71.7
Georgia,2001,61.0,35.0,46.5,83.0,87.0,0.1,2.8,73.0
Georgia,2000,55.0,50.0,46.0,81.0,8.0,0.1,3.3,71.8
Germany,2015,88.0,2464.0,62.3,94.0,95.0,0.1,0.0,81.0
Germany,2014,88.0,443.0,61.9,94.0,95.0,0.1,11.0,89.0
Germany,2013,88.0,1771.0,61.4,94.0,95.0,0.1,10.9,86.0
Germany,2012,88.0,166.0,6.9,94.0,95.0,0.1,11.2,86.0
Germany,2011,88.0,1607.0,6.4,94.0,95.0,0.1,11.2,85.0
Germany,2010,88.0,780.0,59.9,94.0,95.0,0.1,11.2,81.0
Germany,2009,88.0,574.0,59.5,95.0,96.0,0.1,11.2,80.0
Germany,2008,87.0,917.0,59.0,95.0,96.0,0.1,11.4,79.9
Germany,2007,86.0,567.0,58.5,95.0,96.0,0.1,11.5,79.8
Germany,2006,87.0,2307.0,58.0,94.0,96.0,0.1,11.8,79.6
Germany,2005,9.0,778.0,57.6,95.0,96.0,0.1,11.7,79.2
Germany,2004,88.0,121.0,57.1,96.0,96.0,0.1,11.8,79.1
Germany,2003,9.0,779.0,56.6,96.0,97.0,0.1,11.9,78.5
Germany,2002,87.0,4657.0,56.1,97.0,93.0,0.1,12.3,78.4
Germany,2001,86.0,6024.0,55.6,96.0,93.0,0.1,12.5,78.3
Germany,2000,84.0,0.0,55.1,94.0,9.0,0.1,12.9,78.0
Ghana,2015,88.0,23.0,28.6,88.0,88.0,0.7,0.0,62.4
Ghana,2014,98.0,124.0,28.0,93.0,98.0,0.8,0.0,62.1
Ghana,2013,9.0,319.0,27.3,91.0,9.0,0.9,0.0,61.9
Ghana,2012,92.0,1613.0,26.7,91.0,92.0,0.9,0.0,61.6
Ghana,2011,91.0,120.0,26.1,91.0,91.0,1.3,1.6,61.2
Ghana,2010,94.0,641.0,25.5,94.0,94.0,1.9,1.7,69.0
Ghana,2009,94.0,101.0,24.9,94.0,94.0,2.1,1.8,66.0
Ghana,2008,93.0,82.0,24.2,92.0,93.0,2.2,1.8,63.0
Ghana,2007,94.0,6.0,23.6,94.0,94.0,2.6,1.3,59.9
Ghana,2006,84.0,420.0,23.0,84.0,84.0,2.9,1.7,59.4
Ghana,2005,84.0,435.0,22.4,85.0,84.0,3.1,1.5,58.9
Ghana,2004,8.0,60.0,21.8,81.0,8.0,3.2,1.5,58.3
Ghana,2003,8.0,1939.0,21.2,8.0,8.0,3.4,1.5,57.9
Ghana,2002,8.0,12289.0,2.7,8.0,78.0,3.5,1.6,57.6
Ghana,2001,0.0,13476.0,2.1,81.0,79.0,3.5,1.5,57.4
Ghana,2000,0.0,23068.0,19.5,88.0,88.0,3.6,1.6,57.2
Greece,2015,96.0,1.0,66.5,99.0,99.0,0.1,0.0,81.0
Greece,2014,96.0,1.0,66.0,99.0,99.0,0.1,7.5,88.0
Greece,2013,98.0,3.0,65.4,99.0,99.0,0.1,7.5,86.0
Greece,2012,98.0,3.0,64.9,99.0,99.0,0.1,8.2,84.0
Greece,2011,95.0,40.0,64.3,99.0,99.0,0.1,8.0,85.0
Greece,2010,95.0,149.0,63.7,99.0,99.0,0.1,9.0,83.0
Greece,2009,95.0,2.0,63.1,99.0,99.0,0.1,9.1,80.0
Greece,2008,95.0,1.0,62.4,99.0,99.0,0.1,9.5,79.9
Greece,2007,95.0,2.0,61.8,99.0,99.0,0.1,9.7,79.4
Greece,2006,94.0,0.0,61.2,98.0,98.0,0.1,9.4,79.7
Greece,2005,93.0,122.0,6.5,96.0,96.0,0.1,10.0,79.3
Greece,2004,92.0,1.0,59.9,95.0,95.0,0.1,9.6,79.2
Greece,2003,92.0,0.0,59.2,93.0,94.0,0.1,9.5,79.1
Greece,2002,91.0,5.0,58.6,92.0,92.0,0.1,8.1,79.0
Greece,2001,9.0,12.0,58.0,9.0,91.0,0.1,8.6,78.7
Greece,2000,89.0,56.0,57.4,89.0,89.0,0.1,8.5,78.2
Guatemala,2015,74.0,0.0,5.6,9.0,74.0,0.4,0.0,71.9
Guatemala,2014,73.0,0.0,49.9,65.0,73.0,0.4,1.9,71.7
Guatemala,2013,85.0,0.0,49.3,84.0,85.0,0.4,1.9,71.4
Guatemala,2012,96.0,0.0,48.6,94.0,96.0,0.4,2.0,71.3
Guatemala,2011,88.0,0.0,47.9,88.0,88.0,0.4,2.2,71.1
Guatemala,2010,94.0,0.0,47.2,94.0,94.0,0.4,2.1,77.0
Guatemala,2009,92.0,0.0,46.5,92.0,92.0,0.4,2.1,76.0
Guatemala,2008,95.0,0.0,45.9,96.0,95.0,0.4,2.2,79.0
Guatemala,2007,85.0,0.0,45.2,85.0,85.0,0.4,2.4,75.0
Guatemala,2006,89.0,0.0,44.5,9.0,89.0,0.4,2.4,69.7
Guatemala,2005,87.0,0.0,43.8,87.0,87.0,0.4,2.4,69.2
Guatemala,2004,0.0,0.0,43.1,88.0,87.0,0.4,2.4,69.6
Guatemala,2003,0.0,0.0,42.4,84.0,84.0,0.4,2.5,69.4
Guatemala,2002,0.0,0.0,41.7,82.0,82.0,0.3,2.4,69.3
Guatemala,2001,0.0,0.0,41.1,78.0,77.0,0.3,2.5,68.4
Guatemala,2000,0.0,0.0,4.4,8.0,81.0,0.2,2.6,67.7
Guinea,2015,54.0,243.0,23.3,42.0,54.0,0.5,0.0,59.0
Guinea,2014,51.0,175.0,22.7,42.0,51.0,0.5,0.0,58.1
Guinea,2013,63.0,53.0,22.2,63.0,63.0,1.0,0.0,58.8
Guinea,2012,62.0,6.0,21.7,63.0,62.0,1.9,0.0,58.4
Guinea,2011,63.0,11.0,21.2,63.0,63.0,2.0,0.2,58.1
Guinea,2010,64.0,45.0,2.8,62.0,64.0,2.2,0.2,57.8
Guinea,2009,57.0,264.0,2.3,6.0,57.0,2.3,0.2,57.3
Guinea,2008,57.0,89.0,19.8,59.0,6.0,2.3,0.2,56.8
Guinea,2007,57.0,3.0,19.4,46.0,63.0,2.4,0.2,56.4
Guinea,2006,0.0,4.0,19.0,53.0,57.0,2.6,0.2,55.6
Guinea,2005,0.0,99.0,18.5,59.0,59.0,2.7,0.2,54.7
Guinea,2004,0.0,10.0,18.1,65.0,6.0,2.8,0.3,54.0
Guinea,2003,0.0,2497.0,17.7,61.0,57.0,2.9,0.2,53.3
Guinea,2002,0.0,2151.0,17.3,56.0,53.0,3.0,0.2,52.9
Guinea,2001,0.0,7408.0,16.9,52.0,5.0,3.0,0.2,52.5
Guinea,2000,0.0,11294.0,16.6,47.0,46.0,3.0,0.2,52.5
Guinea-Bissau,2015,87.0,153.0,26.3,87.0,87.0,3.2,0.0,58.9
Guinea-Bissau,2014,87.0,1.0,25.6,87.0,87.0,3.4,0.0,58.4
Guinea-Bissau,2013,87.0,0.0,25.0,87.0,87.0,4.5,0.0,58.1
Guinea-Bissau,2012,87.0,0.0,24.3,87.0,87.0,5.3,0.0,57.6
Guinea-Bissau,2011,86.0,0.0,23.7,85.0,86.0,5.7,3.6,57.1
Guinea-Bissau,2010,83.0,26.0,23.1,82.0,83.0,5.9,3.2,56.7
Guinea-Bissau,2009,8.0,0.0,22.5,78.0,8.0,6.0,2.6,56.3
Guinea-Bissau,2008,0.0,12.0,21.9,77.0,77.0,6.0,2.6,55.6
Guinea-Bissau,2007,0.0,1.0,21.3,76.0,74.0,5.7,3.0,55.0
Guinea-Bissau,2006,0.0,0.0,2.7,74.0,71.0,5.6,3.2,54.4
Guinea-Bissau,2005,0.0,0.0,2.1,73.0,68.0,5.4,3.1,53.9
Guinea-Bissau,2004,0.0,3526.0,19.6,69.0,64.0,5.0,2.6,53.5
Guinea-Bissau,2003,0.0,1158.0,19.0,65.0,6.0,4.6,2.2,53.0
Guinea-Bissau,2002,0.0,298.0,18.5,61.0,57.0,4.1,2.5,52.8
Guinea-Bissau,2001,0.0,126.0,17.9,56.0,53.0,3.6,2.6,52.5
Guinea-Bissau,2000,0.0,0.0,17.4,52.0,49.0,3.1,2.8,52.1
Guyana,2015,95.0,0.0,46.7,92.0,95.0,0.3,0.0,66.2
Guyana,2014,98.0,0.0,45.9,97.0,98.0,0.3,7.6,66.0
Guyana,2013,98.0,0.0,45.0,98.0,98.0,0.3,7.6,65.9
Guyana,2012,97.0,0.0,44.1,97.0,97.0,0.3,7.6,65.8
Guyana,2011,93.0,0.0,43.2,93.0,93.0,0.4,7.6,65.6
Guyana,2010,95.0,0.0,42.4,95.0,95.0,0.4,7.5,65.9
Guyana,2009,98.0,0.0,41.6,97.0,98.0,0.3,7.5,66.1
Guyana,2008,93.0,0.0,4.9,93.0,93.0,0.8,7.3,66.3
Guyana,2007,94.0,0.0,4.3,94.0,94.0,1.9,7.2,65.7
Guyana,2006,93.0,0.0,39.6,92.0,93.0,1.1,7.0,65.2
Guyana,2005,93.0,0.0,39.0,93.0,93.0,1.8,7.4,65.0
Guyana,2004,91.0,0.0,38.4,91.0,91.0,1.9,7.8,65.1
Guyana,2003,9.0,0.0,37.8,91.0,9.0,2.1,7.9,65.3
Guyana,2002,91.0,0.0,37.1,93.0,91.0,2.3,7.7,65.3
Guyana,2001,85.0,0.0,36.4,9.0,85.0,1.7,6.7,65.4
Guyana,2000,0.0,0.0,35.7,79.0,88.0,1.1,6.6,65.4
Haiti,2015,6.0,0.0,49.9,56.0,6.0,0.5,0.0,63.5
Haiti,2014,48.0,0.0,48.8,55.0,48.0,0.5,0.0,63.1
Haiti,2013,68.0,0.0,47.7,67.0,68.0,0.5,5.7,62.7
Haiti,2012,0.0,0.0,46.5,67.0,67.0,0.8,5.7,62.3
Haiti,2011,0.0,0.0,45.3,67.0,68.0,1.5,5.7,62.3
Haiti,2010,0.0,0.0,44.2,66.0,66.0,1.9,5.8,36.3
Haiti,2009,0.0,0.0,43.0,65.0,65.0,2.0,5.9,62.5
Haiti,2008,0.0,0.0,41.8,64.0,63.0,2.4,6.0,62.1
Haiti,2007,0.0,0.0,4.7,62.0,63.0,2.7,6.1,61.8
Haiti,2006,0.0,0.0,39.6,61.0,6.0,3.3,6.2,61.1
Haiti,2005,0.0,0.0,38.5,6.0,6.0,3.9,5.6,65.0
Haiti,2004,0.0,0.0,37.5,58.0,55.0,4.3,6.1,58.7
Haiti,2003,0.0,0.0,36.5,56.0,53.0,4.6,6.6,59.7
Haiti,2002,0.0,0.0,35.6,54.0,48.0,4.8,6.1,59.3
Haiti,2001,0.0,159.0,34.8,52.0,45.0,5.0,6.2,58.9
Haiti,2000,0.0,992.0,34.0,5.0,41.0,5.1,4.8,58.6
Honduras,2015,97.0,0.0,51.0,97.0,97.0,0.3,0.0,74.6
Honduras,2014,97.0,0.0,5.2,97.0,97.0,0.3,2.9,74.5
Honduras,2013,97.0,0.0,49.3,97.0,97.0,0.4,3.1,74.3
Honduras,2012,97.0,0.0,48.4,97.0,97.0,0.4,3.1,74.1
Honduras,2011,97.0,0.0,47.6,97.0,97.0,0.4,3.1,73.9
Honduras,2010,97.0,0.0,46.8,97.0,97.0,0.4,3.1,73.6
Honduras,2009,97.0,0.0,45.9,97.0,97.0,0.5,3.1,73.4
Honduras,2008,92.0,0.0,45.1,93.0,93.0,0.6,3.1,73.2
Honduras,2007,93.0,0.0,44.3,94.0,94.0,0.7,3.2,73.0
Honduras,2006,94.0,0.0,43.5,94.0,95.0,0.8,3.2,72.8
Honduras,2005,97.0,0.0,42.8,98.0,98.0,0.9,3.2,72.5
Honduras,2004,93.0,0.0,42.0,94.0,94.0,1.2,3.0,72.2
Honduras,2003,91.0,0.0,41.2,92.0,92.0,1.4,3.0,71.9
Honduras,2002,94.0,0.0,4.4,95.0,95.0,1.5,3.1,71.6
Honduras,2001,95.0,0.0,39.6,99.0,96.0,1.6,2.7,71.3
Honduras,2000,93.0,0.0,38.8,88.0,94.0,1.7,2.6,71.0
Hungary,2015,0.0,0.0,64.8,99.0,99.0,0.1,0.0,75.8
Hungary,2014,0.0,0.0,64.2,99.0,99.0,0.1,0.0,75.6
Hungary,2013,0.0,1.0,63.6,99.0,99.0,0.1,10.9,75.5
Hungary,2012,0.0,2.0,63.0,99.0,99.0,0.1,11.3,75.0
Hungary,2011,0.0,5.0,62.4,99.0,99.0,0.1,11.5,74.8
Hungary,2010,0.0,0.0,61.7,99.0,99.0,0.1,10.8,74.5
Hungary,2009,0.0,1.0,61.1,99.0,99.0,0.1,11.5,74.2
Hungary,2008,0.0,0.0,6.5,99.0,99.0,0.1,11.6,74.1
Hungary,2007,0.0,0.0,59.9,99.0,99.0,0.1,12.6,73.5
Hungary,2006,0.0,1.0,59.3,99.0,99.0,0.1,13.2,73.4
Hungary,2005,0.0,2.0,58.8,99.0,99.0,0.1,12.9,72.9
Hungary,2004,0.0,0.0,58.2,99.0,99.0,0.1,13.3,72.9
Hungary,2003,0.0,0.0,57.6,99.0,99.0,0.1,13.2,72.5
Hungary,2002,0.0,0.0,57.1,98.0,99.0,0.1,13.3,72.5
Hungary,2001,0.0,20.0,56.6,99.0,99.0,0.1,13.2,72.3
Hungary,2000,0.0,1.0,56.1,99.0,99.0,0.1,12.2,71.7
Iceland,2015,0.0,0.0,61.0,92.0,92.0,0.1,0.0,82.7
Iceland,2014,0.0,0.0,6.6,9.0,9.0,0.1,7.5,82.5
Iceland,2013,0.0,0.0,6.2,91.0,91.0,0.1,7.3,82.4
Iceland,2012,0.0,0.0,59.7,89.0,89.0,0.1,7.8,82.5
Iceland,2011,0.0,0.0,59.3,95.0,95.0,0.1,8.1,82.1
Iceland,2010,0.0,0.0,58.9,96.0,96.0,0.1,8.3,81.8
Iceland,2009,0.0,0.0,58.5,96.0,96.0,0.1,10.2,81.6
Iceland,2008,0.0,0.0,58.1,98.0,98.0,0.1,8.5,81.4
Iceland,2007,0.0,0.0,57.8,97.0,97.0,0.1,7.5,81.3
Iceland,2006,0.0,0.0,57.4,97.0,97.0,0.1,7.2,81.1
Iceland,2005,0.0,0.0,56.9,95.0,95.0,0.1,7.1,81.0
Iceland,2004,0.0,0.0,56.5,99.0,99.0,0.1,6.8,88.0
Iceland,2003,0.0,0.0,55.9,97.0,97.0,0.1,6.6,87.0
Iceland,2002,0.0,0.0,55.4,95.0,95.0,0.1,6.6,84.0
Iceland,2001,0.0,0.0,54.8,92.0,92.0,0.1,6.4,80.0
Iceland,2000,0.0,0.0,54.2,98.0,98.0,0.1,6.2,79.7
India,2015,87.0,90387.0,18.7,86.0,87.0,0.2,0.0,68.3
India,2014,79.0,79563.0,18.1,84.0,85.0,0.2,3.1,68.0
India,2013,7.0,13822.0,17.5,82.0,83.0,0.2,3.1,67.6
India,2012,73.0,18668.0,17.0,79.0,82.0,0.2,3.1,67.3
India,2011,44.0,33634.0,16.4,79.0,82.0,0.2,3.0,66.8
India,2010,38.0,31458.0,15.9,76.0,79.0,0.2,2.8,66.4
India,2009,37.0,56188.0,15.4,73.0,74.0,0.2,2.5,66.0
India,2008,29.0,44258.0,14.9,69.0,7.0,0.3,1.9,65.5
India,2007,6.0,41144.0,14.4,67.0,64.0,0.3,1.6,65.2
India,2006,6.0,64185.0,13.9,66.0,65.0,0.3,1.4,64.8
India,2005,8.0,36711.0,13.5,65.0,65.0,0.3,1.3,64.4
India,2004,6.0,55443.0,13.0,58.0,63.0,0.3,1.2,64.0
India,2003,0.0,47147.0,12.6,57.0,61.0,0.3,1.2,63.7
India,2002,0.0,40044.0,12.2,58.0,59.0,0.3,1.1,63.3
India,2001,0.0,51780.0,11.8,58.0,59.0,0.3,1.0,62.9
India,2000,0.0,38835.0,11.4,57.0,58.0,0.3,0.9,62.5
Indonesia,2015,78.0,15099.0,27.4,8.0,78.0,0.3,0.0,69.1
Indonesia,2014,78.0,12943.0,26.5,8.0,78.0,0.3,0.1,68.9
Indonesia,2013,85.0,8419.0,25.6,86.0,85.0,0.3,0.1,68.7
Indonesia,2012,83.0,15489.0,24.7,84.0,83.0,0.3,0.1,68.5
Indonesia,2011,81.0,21893.0,23.8,81.0,81.0,0.3,0.1,68.3
Indonesia,2010,83.0,18869.0,22.9,82.0,81.0,0.3,0.1,68.1
Indonesia,2009,82.0,20818.0,22.1,85.0,78.0,0.3,0.1,67.9
Indonesia,2008,82.0,15369.0,21.3,83.0,77.0,0.2,0.1,67.7
Indonesia,2007,76.0,19456.0,2.5,77.0,73.0,0.2,0.1,67.5
Indonesia,2006,66.0,20422.0,19.7,78.0,72.0,0.1,0.1,67.3
Indonesia,2005,65.0,15853.0,19.0,79.0,72.0,0.1,0.1,67.2
Indonesia,2004,64.0,29171.0,18.2,79.0,71.0,0.1,0.1,65.3
Indonesia,2003,64.0,24457.0,17.5,8.0,71.0,0.1,0.1,66.9
Indonesia,2002,63.0,14492.0,16.7,8.0,7.0,0.1,0.1,66.7
Indonesia,2001,62.0,3825.0,16.0,77.0,76.0,0.1,0.1,66.5
Indonesia,2000,65.0,3344.0,15.4,72.0,75.0,0.1,0.1,66.3
Iraq,2015,56.0,1433.0,59.1,63.0,58.0,0.1,0.0,68.9
Iraq,2014,62.0,1317.0,58.5,67.0,64.0,0.1,0.0,67.9
Iraq,2013,66.0,669.0,57.8,7.0,68.0,0.1,0.0,69.5
Iraq,2012,61.0,15.0,57.2,7.0,69.0,0.1,0.0,76.0
Iraq,2011,77.0,15.0,56.5,8.0,79.0,0.1,0.2,77.0
Iraq,2010,72.0,492.0,55.8,74.0,74.0,0.1,0.2,76.0
Iraq,2009,75.0,30328.0,55.2,78.0,78.0,0.1,0.2,74.0
Iraq,2008,66.0,5494.0,54.5,71.0,69.0,0.1,0.2,69.3
Iraq,2007,56.0,230.0,53.8,74.0,57.0,0.1,0.1,65.9
Iraq,2006,59.0,474.0,53.2,63.0,59.0,0.1,0.0,64.7
Iraq,2005,65.0,908.0,52.5,69.0,65.0,0.1,0.2,66.8
Iraq,2004,62.0,9081.0,51.9,69.0,74.0,0.1,0.3,67.2
Iraq,2003,63.0,0.0,51.3,73.0,75.0,0.1,0.1,66.5
Iraq,2002,65.0,0.0,5.6,76.0,77.0,0.1,0.2,74.0
Iraq,2001,66.0,4088.0,5.1,8.0,78.0,0.1,0.2,72.0
Iraq,2000,67.0,726.0,49.5,83.0,8.0,0.1,0.2,70.0
Ireland,2015,95.0,4.0,62.8,95.0,95.0,0.1,0.0,81.4
Ireland,2014,95.0,33.0,62.1,96.0,96.0,0.1,10.8,81.2
Ireland,2013,95.0,51.0,61.3,96.0,96.0,0.1,10.5,81.0
Ireland,2012,95.0,107.0,6.5,95.0,95.0,0.1,11.5,85.0
Ireland,2011,95.0,285.0,59.7,95.0,95.0,0.1,11.7,84.0
Ireland,2010,46.0,443.0,58.9,94.0,94.0,0.1,11.9,86.0
Ireland,2009,0.0,164.0,58.2,94.0,94.0,0.1,11.4,79.7
Ireland,2008,0.0,57.0,57.4,93.0,93.0,0.1,12.7,79.8
Ireland,2007,0.0,64.0,56.6,92.0,92.0,0.1,13.6,79.5
Ireland,2006,0.0,87.0,55.8,91.0,91.0,0.1,13.4,79.0
Ireland,2005,0.0,95.0,55.1,9.0,9.0,0.1,13.3,78.7
Ireland,2004,0.0,334.0,54.4,89.0,89.0,0.1,13.3,78.3
Ireland,2003,0.0,584.0,53.6,86.0,86.0,0.1,13.2,78.0
Ireland,2002,0.0,243.0,52.9,83.0,83.0,0.1,14.2,77.4
Ireland,2001,0.0,241.0,52.2,84.0,84.0,0.1,14.3,77.0
Ireland,2000,0.0,0.0,51.5,86.0,86.0,0.1,14.1,76.4
Israel,2015,96.0,80.0,64.9,95.0,95.0,0.1,0.0,82.5
Israel,2014,97.0,6.0,64.6,95.0,95.0,0.1,2.6,82.2
Israel,2013,97.0,50.0,64.2,96.0,96.0,0.1,2.7,82.1
Israel,2012,97.0,211.0,63.8,94.0,94.0,0.1,2.8,81.8
Israel,2011,98.0,70.0,63.4,94.0,94.0,0.1,2.7,81.8
Israel,2010,97.0,23.0,63.0,95.0,95.0,0.1,2.6,81.7
Israel,2009,98.0,5.0,62.6,96.0,96.0,0.1,2.6,81.5
Israel,2008,99.0,931.0,62.1,94.0,94.0,0.1,2.5,81.0
Israel,2007,99.0,539.0,61.6,95.0,95.0,0.1,2.3,84.0
Israel,2006,96.0,9.0,61.1,94.0,95.0,0.1,2.2,84.0
Israel,2005,96.0,2.0,6.6,95.0,93.0,0.1,2.4,80.0
Israel,2004,99.0,116.0,6.1,95.0,95.0,0.1,2.2,81.0
Israel,2003,98.0,124.0,59.6,93.0,93.0,0.1,2.3,79.7
Israel,2002,98.0,2.0,59.2,91.0,9.0,0.1,2.5,79.3
Israel,2001,96.0,19.0,58.7,93.0,92.0,0.1,2.5,79.3
Israel,2000,98.0,36.0,58.3,93.0,93.0,0.1,2.5,78.9
Italy,2015,93.0,159.0,63.6,93.0,93.0,0.1,0.0,82.7
Italy,2014,95.0,0.0,63.1,95.0,95.0,0.1,7.6,82.5
Italy,2013,96.0,0.0,62.6,96.0,96.0,0.1,7.4,82.3
Italy,2012,96.0,376.0,62.1,96.0,97.0,0.1,7.5,82.0
Italy,2011,96.0,5189.0,61.5,96.0,96.0,0.1,7.0,82.0
Italy,2010,96.0,372.0,61.0,96.0,96.0,0.1,7.0,81.8
Italy,2009,96.0,351.0,6.5,96.0,96.0,0.1,7.3,81.6
Italy,2008,96.0,1617.0,59.9,96.0,96.0,0.1,8.0,81.5
Italy,2007,97.0,321.0,59.4,97.0,97.0,0.1,8.4,81.3
Italy,2006,96.0,439.0,58.8,97.0,96.0,0.1,8.4,81.2
Italy,2005,96.0,135.0,58.2,97.0,95.0,0.1,8.7,88.0
Italy,2004,96.0,599.0,57.6,97.0,94.0,0.1,9.0,89.0
Italy,2003,95.0,10982.0,57.0,97.0,96.0,0.1,9.3,79.9
Italy,2002,95.0,9385.0,56.4,96.0,93.0,0.1,9.3,80.0
Italy,2001,95.0,0.0,55.7,96.0,93.0,0.1,9.7,79.8
Italy,2000,94.0,1457.0,55.0,97.0,87.0,0.1,9.8,79.4
Jamaica,2015,91.0,0.0,54.2,91.0,91.0,0.5,0.0,76.2
Jamaica,2014,92.0,0.0,53.5,93.0,92.0,0.5,3.8,75.8
Jamaica,2013,93.0,0.0,52.7,86.0,93.0,0.6,3.8,75.6
